antecedente;consequente;suporte;confiança;pto médio ant.;pto médio cons.
[12, 13, 9];[1, 6, 16];1;0.25;"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]";"[ 0.811  0.141 -0.293 -0.311  0.143  0.365 -0.09  -0.022  0.082 -0.102
 -0.008]"
[6, 13, 16];[1, 9, 12];1;0.3333333333333333;"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";"[ 0.647 -0.178  0.15   0.332  0.086  0.076 -0.208 -0.225  0.149  0.039
 -0.032]"
[12, 6, 16];[1, 9, 13];1;0.3333333333333333;"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]";"[ 0.585  0.338  0.333 -0.153 -0.177  0.194 -0.029 -0.239  0.058  0.063
 -0.064]"
[12, 6, 13];[1, 9, 16];1;0.2;"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]";"[ 0.606 -0.165  0.068 -0.153  0.104  0.425 -0.212 -0.107  0.017 -0.003
 -0.068]"
[6, 9, 16];[1, 12, 13];1;0.3333333333333333;"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]";"[ 0.575  0.337  0.028  0.05   0.067  0.1    0.096 -0.296  0.125  0.039
  0.04 ]"
[6, 13, 9];[1, 12, 16];1;0.25;"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";"[ 0.596 -0.166 -0.236  0.051  0.349  0.331 -0.087 -0.164  0.084 -0.026
  0.036]"
[12, 6, 9];[1, 13, 16];1;0.2;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.534  0.35  -0.054 -0.435  0.086  0.449  0.092 -0.178 -0.007 -0.003
  0.004]"
[13, 1, 16];[6, 9, 12];1;0.5;"[ 0.534  0.35  -0.054 -0.435  0.086  0.449  0.092 -0.178 -0.007 -0.003
  0.004]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 1, 16];[6, 9, 13];1;1.0;"[ 0.596 -0.166 -0.236  0.051  0.349  0.331 -0.087 -0.164  0.084 -0.026
  0.036]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]"
[12, 13, 1];[6, 9, 16];1;0.5;"[ 0.575  0.337  0.028  0.05   0.067  0.1    0.096 -0.296  0.125  0.039
  0.04 ]";"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]"
[9, 1, 16];[6, 12, 13];1;1.0;"[ 0.606 -0.165  0.068 -0.153  0.104  0.425 -0.212 -0.107  0.017 -0.003
 -0.068]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]"
[13, 9, 1];[6, 12, 16];1;1.0;"[ 0.585  0.338  0.333 -0.153 -0.177  0.194 -0.029 -0.239  0.058  0.063
 -0.064]";"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]"
[12, 9, 1];[6, 13, 16];1;1.0;"[ 0.647 -0.178  0.15   0.332  0.086  0.076 -0.208 -0.225  0.149  0.039
 -0.032]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]"
[6, 1, 16];[9, 12, 13];1;0.5;"[ 0.811  0.141 -0.293 -0.311  0.143  0.365 -0.09  -0.022  0.082 -0.102
 -0.008]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]"
[6, 13, 1];[9, 12, 16];1;0.25;"[ 0.79   0.644 -0.028 -0.311 -0.139  0.135  0.093 -0.153  0.123 -0.037
 -0.004]";"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]"
[12, 6, 1];[9, 13, 16];1;0.3333333333333333;"[ 0.852  0.128 -0.211  0.174  0.124  0.016 -0.086 -0.139  0.213 -0.06
  0.028]";"[ 0.537 -0.16   0.603 -0.307 -0.019  0.372  0.053 -0.164 -0.124  0.063
 -0.037]"
[6, 9, 1];[12, 13, 16];1;1.0;"[ 0.862  0.129  0.094 -0.029 -0.12   0.11  -0.211 -0.082  0.147 -0.037
 -0.076]";"[ 0.528 -0.16   0.298 -0.104  0.226  0.278  0.178 -0.221 -0.057  0.04
  0.067]"
[13, 16];[1, 6, 9, 12];1;0.3333333333333333;"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";"[ 0.804 -0.076  0.12   0.195  0.028  0.036 -0.157 -0.143  0.151 -0.013
 -0.023]"
[12, 16];[1, 6, 9, 13];1;0.25;"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";"[ 0.758  0.311  0.257 -0.169 -0.17   0.124 -0.023 -0.153  0.083  0.005
 -0.047]"
[12, 13];[1, 6, 9, 16];1;0.2;"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.773 -0.066  0.058 -0.169  0.041  0.297 -0.16  -0.055  0.053 -0.045
 -0.05 ]"
[9, 16];[1, 6, 12, 13];1;0.3333333333333333;"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]";"[ 0.75   0.311  0.028 -0.017  0.013  0.054  0.071 -0.196  0.133 -0.013
  0.03 ]"
[13, 9];[1, 6, 12, 16];1;0.25;"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.766 -0.066 -0.17  -0.016  0.225  0.227 -0.066 -0.098  0.103 -0.062
  0.027]"
[12, 9];[1, 6, 13, 16];1;0.16666666666666666;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.719  0.32  -0.033 -0.381  0.027  0.315  0.068 -0.108  0.035 -0.045
  0.003]"
[6, 16];[1, 9, 12, 13];1;0.25;"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.596  0.081  0.299  0.102 -0.015  0.098 -0.021 -0.26   0.085  0.062
 -0.014]"
[6, 13];[1, 9, 12, 16];1;0.14285714285714285;"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.612 -0.296  0.101  0.102  0.196  0.271 -0.158 -0.162  0.054  0.012
 -0.017]"
[12, 6];[1, 9, 13, 16];1;0.14285714285714285;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.565  0.091  0.237 -0.262 -0.001  0.36  -0.024 -0.172 -0.014  0.03
 -0.041]"
[6, 9];[1, 12, 13, 16];1;0.2;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.558  0.09   0.009 -0.109  0.182  0.289  0.07  -0.215  0.036  0.012
  0.037]"
[1, 16];[6, 9, 12, 13];1;0.5;"[ 0.578  0.096 -0.454 -0.358  0.288  0.591 -0.133 -0.084  0.043 -0.069
 -0.013]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]"
[13, 1];[6, 9, 12, 16];1;0.25;"[ 0.547  0.85  -0.057 -0.358 -0.134  0.245  0.142 -0.281  0.105  0.03
 -0.007]";"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]"
[12, 1];[6, 9, 13, 16];1;0.3333333333333333;"[ 0.64   0.077 -0.33   0.37   0.261  0.067 -0.126 -0.261  0.24  -0.005
  0.041]";"[ 0.722 -0.062  0.459 -0.285 -0.051  0.258  0.039 -0.097 -0.053  0.005
 -0.027]"
[9, 1];[6, 12, 13, 16];1;1.0;"[ 0.655  0.078  0.126  0.065 -0.106  0.208 -0.314 -0.175  0.14   0.03
 -0.115]";"[ 0.715 -0.063  0.231 -0.132  0.132  0.187  0.133 -0.14  -0.003 -0.013
  0.05 ]"
[6, 1];[9, 12, 13, 16];1;0.2;"[ 0.963  0.537 -0.415 -0.172 -0.049  0.119 -0.13  -0.046  0.238 -0.119
 -0.026]";"[ 0.561 -0.292  0.502 -0.013  0.103  0.232  0.041 -0.204 -0.052  0.062
  0.006]"
[16];[1, 6, 9, 12, 13];1;0.2;"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.732  0.111  0.245  0.038 -0.042  0.062 -0.018 -0.188  0.1    0.016
 -0.011]"
[13];[1, 6, 9, 12, 16];1;0.1111111111111111;"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.745 -0.19   0.086  0.038  0.127  0.2   -0.128 -0.109  0.075 -0.024
 -0.013]"
[12];[1, 6, 9, 13, 16];1;0.1;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.708  0.119  0.195 -0.253 -0.031  0.271 -0.02  -0.117  0.021 -0.01
 -0.033]"
[9];[1, 6, 12, 13, 16];1;0.16666666666666666;"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.702  0.118  0.013 -0.131  0.116  0.215  0.055 -0.151  0.061 -0.024
  0.03 ]"
[6];[1, 9, 12, 13, 16];1;0.1111111111111111;"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.578 -0.065  0.23  -0.036  0.093  0.25  -0.018 -0.203  0.022  0.036
 -0.006]"
[1];[6, 9, 12, 13, 16];1;0.2;"[ 0.649  0.842 -0.859 -0.127  0.051  0.324 -0.256 -0.196  0.316 -0.069
 -0.053]";"[ 0.704 -0.187  0.407 -0.054  0.053  0.168  0.032 -0.143 -0.009  0.016
  0.005]"
[12, 17, 7, 4, 14];[2];1;1.0;"[-0.119 -0.249 -0.373  0.651 -0.024 -0.025  0.134 -0.032  0.042 -0.013
  0.018]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]"
[12, 2, 17, 7, 14];[4];1;1.0;"[-0.261 -0.162 -0.219  0.696 -0.012  0.029  0.077 -0.007  0.039  0.019
  0.034]";"[-0.564 -0.666 -0.797 -0.006  0.085 -0.186  0.291 -0.225 -0.146  0.009
 -0.08 ]"
[12, 2, 17, 4, 14];[7];1;1.0;"[-0.428 -0.388 -0.175  0.567 -0.028 -0.041  0.036 -0.117  0.005 -0.005
  0.011]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]"
[2, 17, 7, 4, 14];[12];1;1.0;"[-0.5   -0.158 -0.418  0.521 -0.089  0.03   0.135  0.013 -0.023  0.009
 -0.009]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 2, 17, 7, 4];[14];1;1.0;"[-0.339 -0.297 -0.301  0.467 -0.    -0.012  0.203 -0.072  0.046  0.062
  0.021]";"[-0.175  0.006 -0.386  1.14   0.027  0.018 -0.336  0.097 -0.179 -0.209
 -0.017]"
[12, 2, 7, 4, 14];[17];1;1.0;"[-0.223 -0.224 -0.406  0.572  0.18  -0.021  0.093 -0.047 -0.059  0.032
  0.015]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]"
[12, 17, 7, 14];[2, 4];1;1.0;"[-0.007 -0.145 -0.267  0.816 -0.052  0.015  0.095  0.017  0.089 -0.019
  0.043]";"[-0.92  -0.449 -0.413  0.106  0.117 -0.05   0.148 -0.164 -0.153  0.089
 -0.04 ]"
[12, 17, 4, 14];[2, 7];1;1.0;"[-0.216 -0.427 -0.212  0.654 -0.072 -0.073  0.043 -0.12   0.047 -0.049
  0.014]";"[-0.503  0.114 -0.522  0.43   0.158  0.125  0.252  0.11  -0.068  0.15
  0.018]"
[17, 7, 4, 14];[2, 12];1;1.0;"[-0.306 -0.139 -0.516  0.597 -0.148  0.016  0.167  0.042  0.011 -0.031
 -0.011]";"[-0.323 -0.46   0.085  0.542  0.31  -0.052  0.005 -0.214  0.003  0.114
  0.067]"
[12, 17, 7, 4];[2, 14];1;1.0;"[-0.105 -0.313 -0.369  0.529 -0.037 -0.036  0.252 -0.064  0.097  0.036
  0.027]";"[-0.726 -0.113 -0.207  0.679  0.088  0.051 -0.166 -0.003 -0.169 -0.02
 -0.009]"
[12, 7, 4, 14];[2, 17];1;1.0;"[ 0.04  -0.222 -0.5    0.661  0.187 -0.048  0.114 -0.033 -0.034 -0.003
  0.019]";"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]"
[12, 2, 17, 14];[4, 7];1;0.5;"[-0.394 -0.318 -0.02   0.71  -0.056 -0.005 -0.028 -0.09   0.043 -0.009
  0.033]";"[-0.147 -0.103 -0.907  0.318  0.126 -0.01   0.395  0.049 -0.061  0.069
 -0.021]"
[2, 17, 7, 14];[4, 12];1;1.0;"[-0.484 -0.031 -0.323  0.653 -0.132  0.083  0.095  0.072  0.008  0.009
  0.009]";"[ 0.033 -0.678 -0.299  0.431  0.278 -0.187  0.148 -0.276  0.009  0.034
  0.028]"
[12, 2, 17, 7];[4, 14];1;1.0;"[-0.283 -0.204 -0.177  0.585 -0.021  0.032  0.181 -0.033  0.094  0.076
  0.047]";"[-0.37  -0.33  -0.591  0.567  0.056 -0.084 -0.023 -0.064 -0.163 -0.1
 -0.048]"
[12, 2, 7, 14];[4, 17];1;1.0;"[-0.138 -0.114 -0.308  0.717  0.203  0.02   0.043 -0.002 -0.038  0.037
  0.038]";"[-0.66  -0.512 -0.33   0.304 -0.393 -0.061  0.253 -0.126  0.101 -0.023
 -0.032]"
[2, 17, 4, 14];[7, 12];1;1.0;"[-0.693 -0.312 -0.268  0.491 -0.153 -0.005  0.043 -0.065 -0.034 -0.021
 -0.02 ]";"[ 0.45  -0.115 -0.409  0.755  0.319 -0.012  0.252 -0.002  0.094  0.094
  0.086]"
[12, 2, 17, 4];[7, 14];1;1.0;"[-0.491 -0.486 -0.122  0.423 -0.042 -0.056  0.129 -0.17   0.052  0.046
  0.017]";"[ 0.047  0.233 -0.701  0.891  0.097  0.092  0.081  0.21  -0.078 -0.039
  0.01 ]"
[12, 2, 4, 14];[7, 17];1;1.0;"[-0.346 -0.395 -0.253  0.555  0.183 -0.068 -0.009 -0.139 -0.08   0.007
  0.009]";"[-0.242  0.051 -0.44   0.628 -0.352  0.115  0.357  0.148  0.185  0.038
  0.026]"
[2, 17, 7, 4];[12, 14];1;1.0;"[-0.581 -0.199 -0.426  0.367 -0.118  0.032  0.252 -0.008  0.016  0.063
 -0.007]";"[ 0.228 -0.342 -0.094  1.004  0.249 -0.086 -0.166 -0.114 -0.007 -0.075
  0.059]"
[2, 7, 4, 14];[12, 17];1;1.0;"[-0.436 -0.108 -0.557  0.498  0.107  0.021  0.115  0.023 -0.115  0.025
 -0.015]";"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]"
[12, 2, 7, 4];[14, 17];1;1.0;"[-0.235 -0.282 -0.411  0.43   0.218 -0.031  0.2   -0.083 -0.029  0.092
  0.023]";"[-0.465 -0.176 -0.124  0.877 -0.422  0.041 -0.061  0.035  0.084 -0.132
 -0.   ]"
[12, 17, 14];[2, 4, 7];1;0.5;"[-0.1   -0.347 -0.017  0.874 -0.125 -0.036 -0.039 -0.085  0.111 -0.068
  0.045]";"[-0.523 -0.146 -0.614  0.284  0.133  0.022  0.265 -0.002 -0.094  0.103
 -0.015]"
[17, 7, 14];[2, 4, 12];1;1.0;"[-0.22   0.036 -0.422  0.799 -0.226  0.083  0.126  0.131  0.064 -0.044
  0.012]";"[-0.403 -0.529 -0.209  0.36   0.235 -0.097  0.1   -0.218 -0.047  0.079
  0.018]"
[12, 17, 7];[2, 4, 14];1;1.0;"[ 0.049 -0.195 -0.227  0.708 -0.078  0.014  0.239 -0.01   0.179  0.045
  0.062]";"[-0.672 -0.297 -0.404  0.451  0.087 -0.028 -0.014 -0.077 -0.162 -0.01
 -0.032]"
[12, 7, 14];[2, 4, 17];1;0.5;"[ 0.242 -0.074 -0.401  0.883  0.221 -0.002  0.056  0.031  0.003 -0.007
  0.052]";"[-0.865 -0.418 -0.229  0.275 -0.213 -0.012  0.17  -0.119  0.014  0.041
 -0.022]"
[17, 4, 14];[2, 7, 12];1;1.0;"[-0.498 -0.339 -0.348  0.583 -0.253 -0.034  0.056 -0.052  0.007 -0.085
 -0.027]";"[-0.125 -0.153 -0.282  0.576  0.262  0.021  0.169 -0.035  0.01   0.119
  0.057]"
[12, 17, 4];[2, 7, 14];1;1.0;"[-0.23  -0.571 -0.154  0.492 -0.105 -0.103  0.17  -0.193  0.122  0.004
  0.024]";"[-0.394  0.078 -0.477  0.667  0.114  0.09   0.056  0.106 -0.105  0.03
  0.006]"
[12, 4, 14];[2, 7, 17];1;1.0;"[-0.036 -0.45  -0.328  0.667  0.194 -0.119 -0.014 -0.151 -0.054 -0.047
  0.013]";"[-0.587 -0.043 -0.303  0.491 -0.185  0.105  0.239  0.064  0.07   0.082
  0.017]"
[17, 7, 4];[2, 12, 14];1;1.0;"[-0.35  -0.188 -0.559  0.417 -0.206  0.015  0.335  0.023  0.075  0.028
 -0.009]";"[-0.274 -0.305 -0.072  0.742  0.215 -0.029 -0.109 -0.111 -0.058  0.006
  0.039]"
[7, 4, 14];[2, 12, 17];1;1.0;"[-0.156 -0.067 -0.733  0.592  0.093 -0.001  0.151  0.065 -0.101 -0.023
 -0.02 ]";"[-0.467 -0.426  0.102  0.566 -0.084 -0.013  0.074 -0.152  0.117  0.058
  0.05 ]"
[12, 7, 4];[2, 14, 17];1;1.0;"[ 0.112 -0.298 -0.538  0.501  0.241 -0.07   0.265 -0.076  0.014  0.066
  0.031]";"[-0.736 -0.194 -0.092  0.657 -0.232  0.056 -0.039 -0.011  0.003 -0.031
 -0.001]"
[2, 17, 14];[4, 7, 12];1;0.5;"[-0.736 -0.194 -0.092  0.657 -0.232  0.056 -0.039 -0.011  0.003 -0.031
 -0.001]";"[ 0.112 -0.298 -0.538  0.501  0.241 -0.07   0.265 -0.076  0.014  0.066
  0.031]"
[12, 2, 17];[4, 7, 14];1;0.5;"[-0.467 -0.426  0.102  0.566 -0.084 -0.013  0.074 -0.152  0.117  0.058
  0.05 ]";"[-0.156 -0.067 -0.733  0.592  0.093 -0.001  0.151  0.065 -0.101 -0.023
 -0.02 ]"
[12, 2, 14];[4, 7, 17];1;0.5;"[-0.274 -0.305 -0.072  0.742  0.215 -0.029 -0.109 -0.111 -0.058  0.006
  0.039]";"[-0.35  -0.188 -0.559  0.417 -0.206  0.015  0.335  0.023  0.075  0.028
 -0.009]"
[2, 17, 7];[4, 12, 14];1;1.0;"[-0.587 -0.043 -0.303  0.491 -0.185  0.105  0.239  0.064  0.07   0.082
  0.017]";"[-0.036 -0.45  -0.328  0.667  0.194 -0.119 -0.014 -0.151 -0.054 -0.047
  0.013]"
[2, 7, 14];[4, 12, 17];1;1.0;"[-0.394  0.078 -0.477  0.667  0.114  0.09   0.056  0.106 -0.105  0.03
  0.006]";"[-0.23  -0.571 -0.154  0.492 -0.105 -0.103  0.17  -0.193  0.122  0.004
  0.024]"
[12, 2, 7];[4, 14, 17];1;1.0;"[-0.125 -0.153 -0.282  0.576  0.262  0.021  0.169 -0.035  0.01   0.119
  0.057]";"[-0.498 -0.339 -0.348  0.583 -0.253 -0.034  0.056 -0.052  0.007 -0.085
 -0.027]"
[2, 17, 4];[7, 12, 14];1;0.5;"[-0.865 -0.418 -0.229  0.275 -0.213 -0.012  0.17  -0.119  0.014  0.041
 -0.022]";"[ 0.242 -0.074 -0.401  0.883  0.221 -0.002  0.056  0.031  0.003 -0.007
  0.052]"
[2, 4, 14];[7, 12, 17];1;1.0;"[-0.672 -0.297 -0.404  0.451  0.087 -0.028 -0.014 -0.077 -0.162 -0.01
 -0.032]";"[ 0.049 -0.195 -0.227  0.708 -0.078  0.014  0.239 -0.01   0.179  0.045
  0.062]"
[12, 2, 4];[7, 14, 17];1;0.5;"[-0.403 -0.529 -0.209  0.36   0.235 -0.097  0.1   -0.218 -0.047  0.079
  0.018]";"[-0.22   0.036 -0.422  0.799 -0.226  0.083  0.126  0.131  0.064 -0.044
  0.012]"
[2, 7, 4];[12, 14, 17];1;1.0;"[-0.523 -0.146 -0.614  0.284  0.133  0.022  0.265 -0.002 -0.094  0.103
 -0.015]";"[-0.1   -0.347 -0.017  0.874 -0.125 -0.036 -0.039 -0.085  0.111 -0.068
  0.045]"
[17, 14];[2, 4, 7, 12];1;0.5;"[-0.465 -0.176 -0.124  0.877 -0.422  0.041 -0.061  0.035  0.084 -0.132
 -0.   ]";"[-0.235 -0.282 -0.411  0.43   0.218 -0.031  0.2   -0.083 -0.029  0.092
  0.023]"
[12, 17];[2, 4, 7, 14];1;0.3333333333333333;"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]";"[-0.436 -0.108 -0.557  0.498  0.107  0.021  0.115  0.023 -0.115  0.025
 -0.015]"
[12, 14];[2, 4, 7, 17];1;0.3333333333333333;"[ 0.228 -0.342 -0.094  1.004  0.249 -0.086 -0.166 -0.114 -0.007 -0.075
  0.059]";"[-0.581 -0.199 -0.426  0.367 -0.118  0.032  0.252 -0.008  0.016  0.063
 -0.007]"
[17, 7];[2, 4, 12, 14];1;1.0;"[-0.242  0.051 -0.44   0.628 -0.352  0.115  0.357  0.148  0.185  0.038
  0.026]";"[-0.346 -0.395 -0.253  0.555  0.183 -0.068 -0.009 -0.139 -0.08   0.007
  0.009]"
[7, 14];[2, 4, 12, 17];1;0.5;"[ 0.047  0.233 -0.701  0.891  0.097  0.092  0.081  0.21  -0.078 -0.039
  0.01 ]";"[-0.491 -0.486 -0.122  0.423 -0.042 -0.056  0.129 -0.17   0.052  0.046
  0.017]"
[12, 7];[2, 4, 14, 17];1;0.3333333333333333;"[ 0.45  -0.115 -0.409  0.755  0.319 -0.012  0.252 -0.002  0.094  0.094
  0.086]";"[-0.693 -0.312 -0.268  0.491 -0.153 -0.005  0.043 -0.065 -0.034 -0.021
 -0.02 ]"
[17, 4];[2, 7, 12, 14];1;0.5;"[-0.66  -0.512 -0.33   0.304 -0.393 -0.061  0.253 -0.126  0.101 -0.023
 -0.032]";"[-0.138 -0.114 -0.308  0.717  0.203  0.02   0.043 -0.002 -0.038  0.037
  0.038]"
[4, 14];[2, 7, 12, 17];1;1.0;"[-0.37  -0.33  -0.591  0.567  0.056 -0.084 -0.023 -0.064 -0.163 -0.1
 -0.048]";"[-0.283 -0.204 -0.177  0.585 -0.021  0.032  0.181 -0.033  0.094  0.076
  0.047]"
[12, 4];[2, 7, 14, 17];1;0.5;"[ 0.033 -0.678 -0.299  0.431  0.278 -0.187  0.148 -0.276  0.009  0.034
  0.028]";"[-0.484 -0.031 -0.323  0.653 -0.132  0.083  0.095  0.072  0.008  0.009
  0.009]"
[7, 4];[2, 12, 14, 17];1;1.0;"[-0.147 -0.103 -0.907  0.318  0.126 -0.01   0.395  0.049 -0.061  0.069
 -0.021]";"[-0.394 -0.318 -0.02   0.71  -0.056 -0.005 -0.028 -0.09   0.043 -0.009
  0.033]"
[2, 17];[4, 7, 12, 14];1;0.25;"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";"[ 0.04  -0.222 -0.5    0.661  0.187 -0.048  0.114 -0.033 -0.034 -0.003
  0.019]"
[2, 14];[4, 7, 12, 17];1;0.5;"[-0.726 -0.113 -0.207  0.679  0.088  0.051 -0.166 -0.003 -0.169 -0.02
 -0.009]";"[-0.105 -0.313 -0.369  0.529 -0.037 -0.036  0.252 -0.064  0.097  0.036
  0.027]"
[12, 2];[4, 7, 14, 17];1;0.3333333333333333;"[-0.323 -0.46   0.085  0.542  0.31  -0.052  0.005 -0.214  0.003  0.114
  0.067]";"[-0.306 -0.139 -0.516  0.597 -0.148  0.016  0.167  0.042  0.011 -0.031
 -0.011]"
[2, 7];[4, 12, 14, 17];1;1.0;"[-0.503  0.114 -0.522  0.43   0.158  0.125  0.252  0.11  -0.068  0.15
  0.018]";"[-0.216 -0.427 -0.212  0.654 -0.072 -0.073  0.043 -0.12   0.047 -0.049
  0.014]"
[2, 4];[7, 12, 14, 17];1;0.3333333333333333;"[-0.92  -0.449 -0.413  0.106  0.117 -0.05   0.148 -0.164 -0.153  0.089
 -0.04 ]";"[-0.007 -0.145 -0.267  0.816 -0.052  0.015  0.095  0.017  0.089 -0.019
  0.043]"
[17];[2, 4, 7, 12, 14];1;0.2;"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[-0.223 -0.224 -0.406  0.572  0.18  -0.021  0.093 -0.047 -0.059  0.032
  0.015]"
[14];[2, 4, 7, 12, 17];1;0.3333333333333333;"[-0.175  0.006 -0.386  1.14   0.027  0.018 -0.336  0.097 -0.179 -0.209
 -0.017]";"[-0.339 -0.297 -0.301  0.467 -0.    -0.012  0.203 -0.072  0.046  0.062
  0.021]"
[12];[2, 4, 7, 14, 17];1;0.1;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[-0.5   -0.158 -0.418  0.521 -0.089  0.03   0.135  0.013 -0.023  0.009
 -0.009]"
[7];[2, 4, 12, 14, 17];1;0.25;"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";"[-0.428 -0.388 -0.175  0.567 -0.028 -0.041  0.036 -0.117  0.005 -0.005
  0.011]"
[4];[2, 7, 12, 14, 17];1;0.3333333333333333;"[-0.564 -0.666 -0.797 -0.006  0.085 -0.186  0.291 -0.225 -0.146  0.009
 -0.08 ]";"[-0.261 -0.162 -0.219  0.696 -0.012  0.029  0.077 -0.007  0.039  0.019
  0.034]"
[2];[4, 7, 12, 14, 17];1;0.16666666666666666;"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.119 -0.249 -0.373  0.651 -0.024 -0.025  0.134 -0.032  0.042 -0.013
  0.018]"
[8, 17, 4, 11, 15];[2];1;1.0;"[-0.517 -0.294 -0.382 -0.306 -0.216 -0.096 -0.009  0.005  0.058 -0.034
  0.007]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]"
[2, 8, 17, 11, 15];[4];1;1.0;"[-0.66  -0.207 -0.228 -0.261 -0.203 -0.042 -0.066  0.029  0.055 -0.002
  0.023]";"[-0.564 -0.666 -0.797 -0.006  0.085 -0.186  0.291 -0.225 -0.146  0.009
 -0.08 ]"
