1,8 9 0.107500 0.7527352297592997 0.142813 0.576875
8,10 1 0.035312 0.12189859762675297 0.289687 0.258750
1,10 8 0.035312 0.6686390532544378 0.052812 0.658438
1,8 10 0.035312 0.24726477024070023 0.142813 0.423125
8,11 1 0.015938 0.12171837708830549 0.130938 0.258750
1,11 8 0.015938 0.5795454545454546 0.027500 0.658438
1,8 11 0.015938 0.11159737417943107 0.142813 0.174063
8,12 1 0.126875 0.24052132701421802 0.527500 0.258750
1,12 8 0.126875 0.5486486486486486 0.231250 0.658438
1,8 12 0.126875 0.888402625820569 0.142813 0.825937
8,13 1 0.087500 0.5522682445759369 0.158438 0.258750
1,13 8 0.087500 0.4852686308492201 0.180312 0.658438
1,8 13 0.087500 0.612691466083151 0.142813 0.345625
8,14 1 0.055313 0.110625 0.500000 0.258750
1,14 8 0.055313 0.7051792828685259 0.078437 0.658438
1,8 14 0.055313 0.387308533916849 0.142813 0.654375
9,11 1 0.017500 0.27586206896551724 0.063437 0.258750
1,11 9 0.017500 0.6363636363636364 0.027500 0.576875
1,9 11 0.017500 0.08497723823975721 0.205937 0.174063
9,12 1 0.188438 0.3670115642118077 0.513437 0.258750
1,12 9 0.188438 0.8148648648648649 0.231250 0.576875
1,9 12 0.188438 0.9150227617602428 0.205937 0.825937
9,13 1 0.160625 0.5642151481888035 0.284687 0.258750
1,13 9 0.160625 0.8908145580589255 0.180312 0.576875
1,9 13 0.160625 0.779969650986343 0.205937 0.345625
9,14 1 0.045312 0.15508021390374332 0.292187 0.258750
1,14 9 0.045312 0.5776892430278885 0.078437 0.576875
1,9 14 0.045312 0.22003034901365706 0.205937 0.654375
10,11 1 0.010000 0.0903954802259887 0.110625 0.258750
1,11 10 0.010000 0.36363636363636365 0.027500 0.423125
1,10 11 0.010000 0.1893491124260355 0.052812 0.174063
10,12 1 0.042813 0.137 0.312500 0.258750
1,12 10 0.042813 0.18513513513513513 0.231250 0.423125
1,10 12 0.042813 0.8106508875739645 0.052812 0.825937
10,13 1 0.019688 0.3230769230769231 0.060937 0.258750
1,13 10 0.019688 0.10918544194107452 0.180312 0.423125
1,10 13 0.019688 0.3727810650887574 0.052812 0.345625
10,14 1 0.033125 0.091458153580673 0.362187 0.258750
1,14 10 0.033125 0.42231075697211157 0.078437 0.423125
1,10 14 0.033125 0.6272189349112426 0.052812 0.654375
11,13 1 0.013437 0.36752136752136755 0.036562 0.258750
1,13 11 0.013437 0.07452339688041594 0.180312 0.174063
1,11 13 0.013437 0.48863636363636365 0.027500 0.345625
11,14 1 0.014063 0.10227272727272728 0.137500 0.258750
1,14 11 0.014063 0.17928286852589642 0.078437 0.174063
1,11 14 0.014063 0.5113636363636364 0.027500 0.654375
12,13 1 0.166875 0.5399393326592518 0.309063 0.258750
1,13 12 0.166875 0.925476603119584 0.180312 0.825937
1,12 13 0.166875 0.7216216216216216 0.231250 0.345625
12,14 1 0.064375 0.12454655380894801 0.516875 0.258750
1,14 12 0.064375 0.8207171314741036 0.078437 0.825937
1,12 14 0.064375 0.27837837837837837 0.231250 0.654375
3,5 2 0.043750 0.717948717948718 0.060937 0.741250
2,5 3 0.043750 0.2 0.218750 0.426250
2,3 5 0.043750 0.15053763440860216 0.290625 0.262188
3,6 2 0.246875 0.6757912745936698 0.365312 0.741250
2,6 3 0.246875 0.47248803827751196 0.522500 0.426250
2,3 6 0.246875 0.8494623655913979 0.290625 0.737812
3,7 2 0.100312 0.5152487961476726 0.194688 0.741250
2,7 3 0.100312 0.4445983379501385 0.225625 0.426250
2,3 7 0.100312 0.34516129032258064 0.290625 0.341562
3,8 2 0.190312 0.8218623481781376 0.231563 0.741250
2,8 3 0.190312 0.3690909090909091 0.515625 0.426250
2,3 8 0.190312 0.6548387096774193 0.290625 0.658438
3,9 2 0.176250 0.6103896103896104 0.288750 0.741250
2,9 3 0.176250 0.4751474304970514 0.370937 0.426250
2,3 9 0.176250 0.6064516129032258 0.290625 0.576875
3,10 2 0.114375 0.8318181818181818 0.137500 0.741250
2,10 3 0.114375 0.30886075949367087 0.370312 0.426250
2,3 10 0.114375 0.3935483870967742 0.290625 0.423125
3,11 2 0.095937 0.8365122615803815 0.114687 0.741250
2,11 3 0.095937 0.6545842217484008 0.146563 0.426250
2,3 11 0.095937 0.3301075268817204 0.290625 0.174063
3,12 2 0.194688 0.6248746238716149 0.311563 0.741250
2,12 3 0.194688 0.32737782448765107 0.594688 0.426250
2,3 12 0.194688 0.6698924731182796 0.290625 0.825937
3,13 2 0.104063 0.506079027355623 0.205625 0.741250
2,13 3 0.104063 0.6294896030245747 0.165313 0.426250
2,3 13 0.104063 0.3580645161290323 0.290625 0.345625
3,14 2 0.186562 0.8456090651558074 0.220625 0.741250
2,14 3 0.186562 0.32392837764514376 0.575937 0.426250
2,3 14 0.186562 0.6419354838709678 0.290625 0.654375
4,5 2 0.175000 0.8695652173913043 0.201250 0.741250
2,5 4 0.175000 0.8 0.218750 0.573750
2,4 5 0.175000 0.3883495145631068 0.450625 0.262188
4,6 2 0.275625 0.7399328859060402 0.372500 0.741250
2,6 4 0.275625 0.527511961722488 0.522500 0.573750
2,4 6 0.275625 0.6116504854368932 0.450625 0.737812
4,7 2 0.125312 0.8531914893617021 0.146875 0.741250
2,7 4 0.125312 0.5554016620498615 0.225625 0.573750
2,4 7 0.125312 0.2780859916782247 0.450625 0.341562
4,8 2 0.325313 0.7620790629575402 0.426875 0.741250
2,8 4 0.325313 0.6309090909090909 0.515625 0.573750
2,4 8 0.325313 0.7219140083217753 0.450625 0.658438
4,9 2 0.194688 0.675704989154013 0.288125 0.741250
2,9 4 0.194688 0.5248525695029486 0.370937 0.573750
2,4 9 0.194688 0.4320388349514563 0.450625 0.576875
4,10 2 0.255937 0.8960612691466083 0.285625 0.741250
2,10 4 0.255937 0.6911392405063291 0.370312 0.573750
2,4 10 0.255937 0.5679611650485437 0.450625 0.423125
4,11 2 0.050625 0.8526315789473684 0.059375 0.741250
2,11 4 0.050625 0.34541577825159914 0.146563 0.573750
2,4 11 0.050625 0.11234396671289876 0.450625 0.174063
4,12 2 0.400000 0.7776427703523694 0.514375 0.741250
2,12 4 0.400000 0.6726221755123489 0.594688 0.573750
2,4 12 0.400000 0.8876560332871013 0.450625 0.825937
4,13 2 0.061250 0.4375 0.140000 0.741250
2,13 4 0.061250 0.3705103969754253 0.165313 0.573750
2,4 13 0.061250 0.13592233009708737 0.450625 0.345625
4,14 2 0.389375 0.8976945244956772 0.433750 0.741250
2,14 4 0.389375 0.6760716223548562 0.575937 0.573750
2,4 14 0.389375 0.8640776699029126 0.450625 0.654375
5,7 2 0.037500 0.7317073170731707 0.051250 0.741250
2,7 5 0.037500 0.16620498614958448 0.225625 0.262188
2,5 7 0.037500 0.17142857142857143 0.218750 0.341562
5,8 2 0.181250 0.8592592592592593 0.210938 0.741250
2,8 5 0.181250 0.3515151515151515 0.515625 0.262188
2,5 8 0.181250 0.8285714285714286 0.218750 0.658438
5,9 2 0.107500 0.780045351473923 0.137813 0.741250
2,9 5 0.107500 0.2898062342038753 0.370937 0.262188
2,5 9 0.107500 0.49142857142857144 0.218750 0.576875
5,10 2 0.111250 0.8944723618090452 0.124375 0.741250
2,10 5 0.111250 0.30042194092827 0.370312 0.262188
2,5 10 0.111250 0.5085714285714286 0.218750 0.423125
5,11 2 0.028438 0.8921568627450981 0.031875 0.741250
2,11 5 0.028438 0.19402985074626866 0.146563 0.262188
2,5 11 0.028438 0.13 0.218750 0.174063
5,12 2 0.190312 0.8263229308005428 0.230313 0.741250
2,12 5 0.190312 0.3200210194429848 0.594688 0.262188
2,5 12 0.190312 0.87 0.218750 0.825937
5,13 2 0.031250 0.5847953216374269 0.053437 0.741250
2,13 5 0.031250 0.1890359168241966 0.165313 0.262188
2,5 13 0.031250 0.14285714285714285 0.218750 0.345625
5,14 2 0.187500 0.8982035928143712 0.208750 0.741250
2,14 5 0.187500 0.32555615843733043 0.575937 0.262188
2,5 14 0.187500 0.8571428571428571 0.218750 0.654375
6,7 2 0.188125 0.6480086114101185 0.290312 0.741250
2,7 6 0.188125 0.8337950138504155 0.225625 0.737812
2,6 7 0.188125 0.36004784688995217 0.522500 0.341562
6,8 2 0.334375 0.7472067039106145 0.447500 0.741250
2,8 6 0.334375 0.6484848484848484 0.515625 0.737812
2,6 8 0.334375 0.6399521531100478 0.522500 0.658438
6,9 2 0.263437 0.6 0.439063 0.741250
2,9 6 0.263437 0.7101937657961247 0.370937 0.737812
2,6 9 0.263437 0.5041866028708134 0.522500 0.576875
6,10 2 0.259062 0.8671548117154811 0.298750 0.741250
2,10 6 0.259062 0.69957805907173 0.370312 0.737812
2,6 10 0.259062 0.4958133971291866 0.522500 0.423125
6,11 2 0.118125 0.8307692307692308 0.142187 0.741250
2,11 6 0.118125 0.8059701492537313 0.146563 0.737812
2,6 11 0.118125 0.22607655502392343 0.522500 0.174063
6,12 2 0.404375 0.6789087093389297 0.595625 0.741250
2,12 6 0.404375 0.6799789805570152 0.594688 0.737812
2,6 12 0.404375 0.7739234449760766 0.522500 0.825937
6,13 2 0.134063 0.4588235294117647 0.292187 0.741250
2,13 6 0.134063 0.8109640831758034 0.165313 0.737812
2,6 13 0.134063 0.2565789473684211 0.522500 0.345625
6,14 2 0.388437 0.8716690042075736 0.445625 0.741250
2,14 6 0.388437 0.6744438415626696 0.575937 0.737812
2,6 14 0.388437 0.743421052631579 0.522500 0.654375
7,9 2 0.109687 0.527027027027027 0.208125 0.741250
2,9 7 0.109687 0.2957034540859309 0.370937 0.341562
2,7 9 0.109687 0.48614958448753465 0.225625 0.576875
7,10 2 0.115937 0.8688524590163934 0.133437 0.741250
2,10 7 0.115937 0.3130801687763713 0.370312 0.341562
2,7 10 0.115937 0.5138504155124654 0.225625 0.423125
7,11 2 0.031563 0.7318840579710145 0.043125 0.741250
2,11 7 0.031563 0.21535181236673773 0.146563 0.341562
2,7 11 0.031563 0.13988919667590027 0.225625 0.174063
7,12 2 0.194062 0.650261780104712 0.298438 0.741250
2,12 7 0.194062 0.326326852338413 0.594688 0.341562
2,7 12 0.194062 0.8601108033240997 0.225625 0.825937
7,13 2 0.094375 0.5041736227045075 0.187188 0.741250
2,13 7 0.094375 0.5708884688090737 0.165313 0.341562
2,7 13 0.094375 0.4182825484764543 0.225625 0.345625
7,14 2 0.131250 0.8502024291497976 0.154375 0.741250
2,14 7 0.131250 0.22788931090613132 0.575937 0.341562
2,7 14 0.131250 0.5817174515235457 0.225625 0.654375
8,9 2 0.261250 0.7084745762711865 0.368750 0.741250
2,9 8 0.261250 0.7042965459140691 0.370937 0.658438
2,8 9 0.261250 0.5066666666666667 0.515625 0.576875
8,10 2 0.254375 0.8781014023732471 0.289687 0.741250
2,10 8 0.254375 0.6869198312236287 0.370312 0.658438
2,8 10 0.254375 0.49333333333333335 0.515625 0.423125
8,11 2 0.115000 0.8782816229116945 0.130938 0.741250
2,11 8 0.115000 0.7846481876332623 0.146563 0.658438
2,8 11 0.115000 0.22303030303030302 0.515625 0.174063
8,12 2 0.400625 0.759478672985782 0.527500 0.741250
2,12 8 0.400625 0.6736731476615869 0.594688 0.658438
2,8 12 0.400625 0.776969696969697 0.515625 0.825937
8,13 2 0.070938 0.4477317554240631 0.158438 0.741250
2,13 8 0.070938 0.42911153119092627 0.165313 0.658438
2,8 13 0.070938 0.13757575757575757 0.515625 0.345625
8,14 2 0.444688 0.889375 0.500000 0.741250
2,14 8 0.444688 0.7721106890938687 0.575937 0.658438
2,8 14 0.444688 0.8624242424242424 0.515625 0.654375
9,11 2 0.045937 0.7241379310344828 0.063437 0.741250
2,11 9 0.045937 0.31343283582089554 0.146563 0.576875
2,9 11 0.045937 0.12384161752316765 0.370937 0.174063
9,12 2 0.325000 0.6329884357881923 0.513437 0.741250
2,12 9 0.325000 0.5465055176037835 0.594688 0.576875
2,9 12 0.325000 0.8761583824768323 0.370937 0.825937
9,13 2 0.124063 0.43578485181119647 0.284687 0.741250
2,13 9 0.124063 0.7504725897920604 0.165313 0.576875
2,9 13 0.124063 0.33445661331086773 0.370937 0.345625
9,14 2 0.246875 0.8449197860962567 0.292187 0.741250
2,14 9 0.246875 0.4286489419424851 0.575937 0.576875
2,9 14 0.246875 0.6655433866891323 0.370937 0.654375
10,11 2 0.100625 0.9096045197740112 0.110625 0.741250
2,11 10 0.100625 0.6865671641791045 0.146563 0.423125
2,10 11 0.100625 0.2717299578059072 0.370312 0.174063
10,12 2 0.269688 0.863 0.312500 0.741250
2,12 10 0.269688 0.4534944823962165 0.594688 0.423125
2,10 12 0.269688 0.7282700421940929 0.370312 0.825937
10,13 2 0.041250 0.676923076923077 0.060937 0.741250
2,13 10 0.041250 0.2495274102079395 0.165313 0.423125
2,10 13 0.041250 0.11139240506329114 0.370312 0.345625
10,14 2 0.329062 0.908541846419327 0.362187 0.741250
2,14 10 0.329062 0.571351058057515 0.575937 0.423125
2,10 14 0.329062 0.8886075949367088 0.370312 0.654375
11,13 2 0.023125 0.6324786324786325 0.036562 0.741250
2,13 11 0.023125 0.13988657844990549 0.165313 0.174063
2,11 13 0.023125 0.15778251599147122 0.146563 0.345625
11,14 2 0.123438 0.8977272727272727 0.137500 0.741250
2,14 11 0.123438 0.21432447097124255 0.575937 0.174063
2,11 14 0.123438 0.8422174840085288 0.146563 0.654375
12,13 2 0.142187 0.46006066734074824 0.309063 0.741250
2,13 12 0.142187 0.8601134215500945 0.165313 0.825937
2,12 13 0.142187 0.23909616395165528 0.594688 0.345625
12,14 2 0.452500 0.875453446191052 0.516875 0.741250
2,14 12 0.452500 0.7856755290287575 0.575937 0.825937
2,12 14 0.452500 0.7609038360483448 0.594688 0.654375
5,7 3 0.021250 0.4146341463414634 0.051250 0.426250
3,7 5 0.021250 0.10914927768860354 0.194688 0.262188
3,5 7 0.021250 0.3487179487179487 0.060937 0.341562
5,8 3 0.039688 0.18814814814814815 0.210938 0.426250
3,8 5 0.039688 0.17139001349527666 0.231563 0.262188
3,5 8 0.039688 0.6512820512820513 0.060937 0.658438
5,9 3 0.039375 0.2857142857142857 0.137813 0.426250
3,9 5 0.039375 0.13636363636363635 0.288750 0.262188
3,5 9 0.039375 0.6461538461538462 0.060937 0.576875
5,10 3 0.021562 0.17336683417085427 0.124375 0.426250
3,10 5 0.021562 0.15681818181818183 0.137500 0.262188
3,5 10 0.021562 0.35384615384615387 0.060937 0.423125
5,11 3 0.012500 0.39215686274509803 0.031875 0.426250
3,11 5 0.012500 0.10899182561307902 0.114687 0.262188
3,5 11 0.012500 0.20512820512820512 0.060937 0.174063
5,12 3 0.048438 0.21031207598371776 0.230313 0.426250
3,12 5 0.048438 0.15546639919759278 0.311563 0.262188
3,5 12 0.048438 0.7948717948717948 0.060937 0.825937
5,13 3 0.021250 0.39766081871345027 0.053437 0.426250
3,13 5 0.021250 0.1033434650455927 0.205625 0.262188
3,5 13 0.021250 0.3487179487179487 0.060937 0.345625
5,14 3 0.039688 0.19011976047904192 0.208750 0.426250
3,14 5 0.039688 0.17988668555240794 0.220625 0.262188
3,5 14 0.039688 0.6512820512820513 0.060937 0.654375
6,7 3 0.173437 0.5974165769644779 0.290312 0.426250
3,7 6 0.173437 0.8908507223113965 0.194688 0.737812
3,6 7 0.173437 0.47476475620188197 0.365312 0.341562
6,8 3 0.191875 0.42877094972067037 0.447500 0.426250
3,8 6 0.191875 0.8286099865047234 0.231563 0.737812
3,6 8 0.191875 0.525235243798118 0.365312 0.658438
6,9 3 0.249375 0.5679715302491103 0.439063 0.426250
3,9 6 0.249375 0.8636363636363636 0.288750 0.737812
3,6 9 0.249375 0.6826347305389222 0.365312 0.576875
6,10 3 0.115937 0.3880753138075314 0.298750 0.426250
3,10 6 0.115937 0.8431818181818181 0.137500 0.737812
3,6 10 0.115937 0.31736526946107785 0.365312 0.423125
6,11 3 0.102188 0.7186813186813187 0.142187 0.426250
3,11 6 0.102188 0.8910081743869209 0.114687 0.737812
3,6 11 0.102188 0.2797262617621899 0.365312 0.174063
6,12 3 0.263125 0.44176285414480587 0.595625 0.426250
3,12 6 0.263125 0.8445336008024072 0.311563 0.737812
3,6 12 0.263125 0.72027373823781 0.365312 0.825937
6,13 3 0.184375 0.6310160427807486 0.292187 0.426250
3,13 6 0.184375 0.8966565349544073 0.205625 0.737812
3,6 13 0.184375 0.504704875962361 0.365312 0.345625
6,14 3 0.180938 0.4060308555399719 0.445625 0.426250
3,14 6 0.180938 0.8201133144475921 0.220625 0.737812
3,6 14 0.180938 0.49529512403763903 0.365312 0.654375
7,9 3 0.160625 0.7717717717717718 0.208125 0.426250
3,9 7 0.160625 0.5562770562770563 0.288750 0.341562
3,7 9 0.160625 0.8250401284109149 0.194688 0.576875
7,10 3 0.034063 0.25526932084309134 0.133437 0.426250
3,10 7 0.034063 0.24772727272727274 0.137500 0.341562
3,7 10 0.034063 0.17495987158908508 0.194688 0.423125
7,11 3 0.028125 0.6521739130434783 0.043125 0.426250
3,11 7 0.028125 0.2452316076294278 0.114687 0.341562
3,7 11 0.028125 0.14446227929373998 0.194688 0.174063
7,12 3 0.166563 0.5581151832460733 0.298438 0.426250
3,12 7 0.166563 0.5346038114343029 0.311563 0.341562
3,7 12 0.166563 0.85553772070626 0.194688 0.825937
7,13 3 0.152812 0.8163606010016694 0.187188 0.426250
3,13 7 0.152812 0.743161094224924 0.205625 0.341562
3,7 13 0.152812 0.7849117174959872 0.194688 0.345625
7,14 3 0.041875 0.27125506072874495 0.154375 0.426250
3,14 7 0.041875 0.18980169971671387 0.220625 0.341562
3,7 14 0.041875 0.21508828250401285 0.194688 0.654375
8,9 3 0.128125 0.3474576271186441 0.368750 0.426250
3,9 8 0.128125 0.44372294372294374 0.288750 0.658438
3,8 9 0.128125 0.553306342780027 0.231563 0.576875
8,10 3 0.103438 0.35706580366774543 0.289687 0.426250
3,10 8 0.103438 0.7522727272727273 0.137500 0.658438
3,8 10 0.103438 0.446693657219973 0.231563 0.423125
8,11 3 0.086563 0.6610978520286396 0.130938 0.426250
3,11 8 0.086563 0.7547683923705722 0.114687 0.658438
3,8 11 0.086563 0.3738191632928475 0.231563 0.174063
8,12 3 0.145000 0.27488151658767773 0.527500 0.426250
3,12 8 0.145000 0.4653961885656971 0.311563 0.658438
3,8 12 0.145000 0.6261808367071525 0.231563 0.825937
8,13 3 0.052812 0.3333333333333333 0.158438 0.426250
3,13 8 0.052812 0.256838905775076 0.205625 0.658438
3,8 13 0.052812 0.22807017543859648 0.231563 0.345625
8,14 3 0.178750 0.3575 0.500000 0.426250
3,14 8 0.178750 0.8101983002832861 0.220625 0.658438
3,8 14 0.178750 0.7719298245614035 0.231563 0.654375
9,11 3 0.035937 0.5665024630541872 0.063437 0.426250
3,11 9 0.035937 0.3133514986376022 0.114687 0.576875
3,9 11 0.035937 0.12445887445887446 0.288750 0.174063
9,12 3 0.252812 0.4923919659160073 0.513437 0.426250
3,12 9 0.252812 0.8114343029087262 0.311563 0.576875
3,9 12 0.252812 0.8755411255411255 0.288750 0.825937
9,13 3 0.176250 0.6190998902305159 0.284687 0.426250
3,13 9 0.176250 0.8571428571428571 0.205625 0.576875
3,9 13 0.176250 0.6103896103896104 0.288750 0.345625
9,14 3 0.112500 0.3850267379679144 0.292187 0.426250
3,14 9 0.112500 0.509915014164306 0.220625 0.576875
3,9 14 0.112500 0.38961038961038963 0.288750 0.654375
10,11 3 0.078750 0.711864406779661 0.110625 0.426250
3,11 10 0.078750 0.6866485013623979 0.114687 0.423125
3,10 11 0.078750 0.5727272727272728 0.137500 0.174063
10,12 3 0.058750 0.188 0.312500 0.426250
3,12 10 0.058750 0.18856569709127383 0.311563 0.423125
3,10 12 0.058750 0.42727272727272725 0.137500 0.825937
10,13 3 0.029375 0.48205128205128206 0.060937 0.426250
3,13 10 0.029375 0.14285714285714285 0.205625 0.423125
3,10 13 0.029375 0.21363636363636362 0.137500 0.345625
10,14 3 0.108125 0.2985332182916307 0.362187 0.426250
3,14 10 0.108125 0.49008498583569404 0.220625 0.423125
3,10 14 0.108125 0.7863636363636364 0.137500 0.654375
11,13 3 0.026250 0.717948717948718 0.036562 0.426250
3,13 11 0.026250 0.1276595744680851 0.205625 0.174063
